10000 10000
u 4197 2810
q 9074 4260
u 6108 7126
u 869 2965
u 287 7116
u 3020 9584
u 1589 5849
u 1936 2722
u 4558 601
u 8948 6103
q 6263 9309
q 8479 1885
u 2935 8852
u 6209 9844
q 3182 7657
u 4635 5367
u 7383 3613
u 4100 7730
q 7757 7476
u 9049 7387
q 4919 7939
q 1101 7800
u 4074 5058
u 6918 1231
u 422 1145
u 812 4576
u 8535 4968
u 749 5784
u 4840 5535
u 7551 1521
q 2126 5077
u 6806 3162
u 4572 3702
u 3805 9097
q 4228 9074
u 15 4634
u 1511 2553
q 6861 8939
q 9184 2673
q 3732 8812
u 2181 5627
q 6023 1631
u 6452 5477
q 5482 4078
u 6278 4559
q 8319 1468
u 8184 1344
u 8944 9409
u 1457 5326
q 6901 3611
u 8209 1488
q 2271 8612
u 4549 6304
u 458 7226
q 8544 4803
u 8269 5904
u 4988 726
u 3538 2794
u 9870 6339
u 6863 445
u 3358 4418
u 4331 4263
u 9534 8909
u 2391 4269
u 4476 8880
u 8380 8684
u 8729 3111
q 7564 9454
u 1975 2740
u 947 1302
u 5622 3744
q 9580 2467
q 2956 8327
u 441 2308
u 1988 6000
u 6246 4720
u 1908 9071
u 3689 8476
q 1521 9648
u 2081 4585
u 9165 9940
q 7017 6312
u 9922 338
u 6379 1021
q 9631 1116
q 5471 7374
u 7581 7387
u 5977 8147
u 8546 6431
u 9759 1578
u 4852 1542
u 692 9880
u 3793 9749
q 7677 436
u 8375 5352
u 2971 5793
u 697 627
u 7976 4869
u 2596 2756
u 7078 7108
u 4246 2948
u 8004 4405
u 5529 8315
u 2044 925
u 7045 6843
u 8058 8461
u 9769 6278
u 50 662
u 5413 616
u 1103 1534
u 6272 6104
u 4231 6247
u 20 1797
q 6554 8156
u 1592 128
u 2997 5320
u 9629 2955
u 1362 3394
u 8313 2152
q 8768 4731
u 4678 5204
u 743 3454
u 5079 2865
u 747 6054
u 3646 1175
u 107 8113
u 4684 9538
u 4522 1136
u 6585 2566
u 8390 2633
u 2554 1178
u 1622 30
u 134 993
q 5043 8189
u 6969 9450
u 2715 5739
u 5955 2268
u 474 6351
u 4791 3540
u 1357 6979
u 3000 2267
u 8883 2381
u 371 5481
u 4738 8442
u 7518 3800
u 2625 8212
q 2028 381
u 8990 1119
u 6463 4978
u 9124 6417
q 7850 3420
u 6210 8610
u 4489 1479
u 3721 5395
u 1858 3952
u 5366 5777
u 7753 8489
u 4443 3011
u 2584 7594
q 9984 199
u 9777 3207
q 5305 6103
q 3043 9903
u 3052 1817
u 2494 1828
u 827 4699
q 608 8024
u 2305 7246
u 8436 5735
u 6845 4851
q 2981 1785
q 9857 3180
u 5345 2868
u 6084 548
u 2549 8281
u 2947 2921
q 3626 3589
u 6721 6526
u 5179 5880
q 6335 9335
q 5565 804
u 4601 7241
u 5603 3298
u 7373 6170
u 5840 5789
u 2874 8410
u 3553 6519
u 8574 3361
u 4863 2298
u 431 9977
u 9135 5986
u 5339 7967
u 559 7332
u 8873 8402
u 77 5437
u 9732 9711
u 4787 4235
u 1826 7570
u 459 6143
u 8601 6677
u 3250 8327
u 257 659
u 6875 1393
q 9435 5878
u 3070 9228
u 9226 9269
u 8420 5374
u 6360 7412
u 9198 7322
u 2996 9883
u 9811 9864
u 9847 5942
u 8536 6272
u 8372 7486
q 4730 5458
u 8512 8524
u 1942 9363
u 6952 5510
u 2867 54
u 1143 4363
q 9384 1063
u 5681 6532
u 4399 4667
u 8277 2049
u 8158 4299
u 1194 5858
u 2494 670
u 4813 5842
u 1790 5525
u 8951 8710
u 2518 8183
u 5123 5591
u 2141 7558
u 861 4779
u 9350 6894
u 7256 249
u 4741 2419
u 9146 9910
u 4545 2416
u 7830 3560
u 5203 7125
u 8063 3317
u 427 6419
u 9038 8564
u 9091 432
u 7720 2775
u 9965 988
u 6306 7302
u 4604 8692
u 1796 955
q 3494 2316
u 9544 3974
u 8166 1130
q 7456 2530
q 4251 4663
u 365 2705
q 6251 3150
q 2401 480
u 5945 8434
q 9389 1737
u 6417 830
q 1143 7488
u 6002 7617
u 2068 9210
q 4346 5964
u 1577 767
u 6877 5454
u 2468 5857
u 78 8196
u 5828 3107
u 7072 9015
u 6141 2497
u 7530 6677
u 9898 7282
u 8708 167
u 6872 6324
u 7020 4151
u 2701 1708
u 2064 8726
u 6685 7256
u 5632 7051
u 8178 8537
q 4733 6135
u 5128 8018
q 6306 5869
q 1401 2424
u 5350 4862
q 8951 6456
u 8739 4882
u 6227 2675
u 9814 9379
u 2129 5712
u 382 2604
u 1048 8517
u 7410 6779
u 1259 8268
q 4628 8801
u 7345 5162
u 3173 2581
u 7215 2097
u 1058 8582
u 5857 1343
u 4878 62
u 3924 2002
u 6675 900
u 1273 1961
q 7889 4839
q 8540 2490
u 2839 4779
u 1859 1721
q 3769 1684
u 5475 4786
q 5464 7621
u 5308 6905
u 1346 7469
u 6998 4508
q 9744 5960
u 7286 8075
u 9649 3529
q 5621 786
u 811 647
u 8917 1396
u 5558 1792
q 9708 356
u 8980 5264
u 787 7507
u 4688 1242
q 4123 3107
u 8074 9291
u 2681 3038
u 571 3311
u 5285 1233
u 5305 4139
q 2462 5371
u 9964 2773
q 535 7177
u 3545 9032
q 3646 2832
q 8932 1407
q 4564 6583
u 9623 9096
u 3405 8588
u 53 6440
u 2658 2972
u 8127 526
u 4562 5154
u 9570 9726
u 7946 4121
q 4492 5725
u 3560 5076
u 611 8838
u 8016 8617
u 7487 7951
u 2974 1221
u 9677 4283
u 1571 2973
u 4970 8954
q 2788 814
u 3172 2785
u 8058 6953
u 790 2941
u 1153 2489
u 5653 3460
u 8316 6904
u 2088 515
u 6551 4195
u 8108 7123
u 9983 7505
u 7974 1690
u 1383 1667
u 7027 9242
u 9376 9049
u 7045 3598
u 46 3429
q 9374 8980
u 7435 9693
q 3009 2334
u 7710 787
u 2648 9497
q 5651 6834
u 4945 3446
u 2265 5550
u 2636 781
u 7804 5426
u 194 4931
u 9098 1925
u 4722 9384
u 262 4889
q 3349 2137
u 9978 5474
u 53 8813
u 3101 3088
u 9287 1994
u 1708 9795
u 8700 2768
u 2157 9277
q 3002 7348
u 4041 4706
u 1678 5160
u 3436 7130
u 6269 430
u 7086 2094
q 6640 3876
q 3209 8615
u 1566 256
u 4559 3492
u 5267 3589
u 5784 1303
u 9134 3289
u 1312 8594
u 9257 3222
q 4643 6809
q 6873 5782
u 45 3910
u 2131 8785
q 6968 8108
u 8263 4635
u 1286 9493
u 5828 9298
u 7066 2220
u 7093 1425
u 3842 6792
u 9349 9720
q 4712 7102
u 3455 9146
u 1843 6330
u 4354 1480
u 9542 1041
u 9052 5362
u 2342 5317
u 9382 4493
u 3131 5365
u 2371 9155
u 8474 9330
q 6945 9393
u 6153 7174
u 7357 4579
u 1370 5509
u 771 6501
u 1810 8116
q 5602 2876
u 7845 3718
u 3528 4499
u 9668 8416
u 3113 8934
u 7935 8195
u 8556 9207
u 8366 9901
u 7516 4356
u 7161 2828
u 6144 6882
u 8407 9221
q 1113 8170
u 9642 1233
u 441 3674
u 2035 5022
q 7021 6083
u 5592 2396
u 9986 6933
u 8018 1521
u 3656 7316
u 5744 4272
u 8055 2631
q 7636 2564
q 1136 9019
u 2898 1112
u 6422 2193
u 4993 9044
u 9956 8597
u 1665 204
u 9524 4736
u 9420 2832
u 8997 215
u 6433 6501
u 926 742
u 3751 3890
u 2778 3642
u 3509 6419
q 4046 5357
u 8021 6685
u 7841 6902
u 5750 1009
u 398 7448
u 399 7469
u 8903 1114
u 4289 5983
u 2441 7557
q 8286 9925
u 5554 1959
u 7830 6526
u 8355 4785
q 918 8802
q 9197 1449
q 398 282
u 4089 4608
q 7537 9312
u 5939 6120
u 2410 6979
u 600 5157
u 9789 1850
q 4504 2502
u 4744 2606
u 3289 9763
u 7059 3478
u 2178 262
u 9110 1971
u 4547 858
u 3579 9847
u 3322 3749
u 9292 2889
u 5619 335
u 2216 1088
u 8954 8548
u 2432 9635
u 4293 304
q 4324 4779
q 5613 9360
u 2041 5652
u 9961 3100
q 8774 5481
u 1907 7231
u 3729 8293
u 2819 4723
u 417 1739
u 1184 4245
u 2084 7944
u 4103 150
u 6678 7245
q 3035 4356
u 6239 9528
u 2461 4178
u 1285 5312
u 4390 5030
u 5546 796
u 4670 9618
u 5923 2263
u 9113 3126
q 6174 1920
q 9713 624
u 5505 569
u 7916 477
u 7632 8280
u 9763 1632
q 6402 8419
u 4446 9426
u 2650 6025
u 9642 8282
u 2970 5985
u 6057 4217
u 6917 4343
u 9251 953
u 4407 8454
u 5355 204
q 1320 9827
u 7961 7721
u 7741 6815
u 3060 3889
u 2966 9020
u 566 3734
u 6192 259
u 1702 5318
u 1797 7132
u 7609 1113
u 7985 2711
u 24 9404
u 687 6453
u 4749 9884
u 4790 3202
u 5252 5183
u 55 3198
u 3851 9224
u 7219 1356
u 9087 6157
u 8145 4441
q 149 7085
u 9498 7703
u 6560 389
q 9408 124
u 175 9439
u 363 3532
u 1723 856
q 390 7364
u 9262 1967
u 4559 4020
q 7051 5950
u 1397 5036
u 2411 5937
u 4629 5595
u 4311 5182
u 9696 2167
q 5164 6049
u 7348 1178
u 7802 6194
q 625 3486
u 7898 1726
u 1147 5831
u 7204 6974
q 2733 8163
u 7924 4008
u 4679 6426
u 9188 3566
u 9589 9408
u 1694 3481
u 9458 8207
u 3150 9160
u 6066 1310
u 391 575
u 4689 5084
q 8260 7339
q 1966 6053
u 7211 3100
q 6864 6336
u 2581 1483
u 1351 9536
u 2752 4309
u 8212 2241
u 8431 3332
u 4165 9039
u 4064 4671
u 410 3652
u 7700 1191
u 5071 2258
q 2986 2798
u 9913 9865
u 1811 9696
u 1663 2696
u 5881 1675
u 6832 4464
u 5379 7154
u 8780 4526
u 7708 6169
u 1945 4951
u 4848 4017
u 8885 6291
u 474 7303
u 6165 2608
u 6533 7248
u 8394 8575
q 5076 2518
u 5393 2005
q 4902 3790
u 5813 39
u 801 9639
u 26 9819
u 7569 3388
u 6204 4024
u 4914 5626
u 7845 501
u 7127 8034
u 218 2333
u 8610 7849
u 3892 7778
q 1876 6406
u 1038 7798
u 3794 79
u 5867 4045
u 7771 9582
u 8212 5598
u 405 5505
u 3994 5760
u 2884 7559
u 2972 5431
u 9551 2610
u 7904 6961
u 4683 2678
q 3540 9727
u 7025 7386
u 552 9401
u 6910 9975
u 2408 4163
u 4961 9965
u 4933 7682
q 5693 5486
u 2672 9920
u 293 3858
u 2960 6759
u 5460 6150
u 3528 5611
u 1185 157
u 5003 8176
u 5069 6446
u 1171 4167
u 430 6947
u 1232 9686
u 9329 9204
q 1000 295
u 6525 6524
q 1887 7474
q 5327 2037
u 8241 4397
u 1979 9105
u 8634 7191
q 3780 5429
u 8930 9118
u 1879 27
u 4543 192
u 3036 9183
u 2515 1585
q 2676 5713
q 7889 1795
u 9049 1297
u 9777 3366
u 8426 5739
u 3630 7992
u 1619 8579
u 7856 1499
u 1230 3979
u 3077 9514
u 737 4591
u 6982 2225
u 192 2941
u 7921 4488
u 4008 9757
u 7633 4954
u 3474 4635
u 4209 3525
u 8246 4055
u 7613 5789
u 4066 6960
u 2195 6967
u 2800 6737
q 8872 2744
u 4386 2460
u 5633 999
u 953 4042
u 1206 9972
u 7178 688
u 4748 7150
q 6057 2593
u 6541 622
u 1609 8534
u 7438 6279
u 3170 8472
q 5623 3138
u 2269 3381
u 5613 3455
u 9816 5829
q 4377 3571
u 4207 8251
q 4432 6752
u 9537 7144
u 1460 446
q 2386 1432
u 1692 672
q 7041 333
u 5649 1253
q 8767 6731
u 9283 34
q 4977 6187
u 3172 248
u 9636 3474
u 5066 5299
u 281 738
u 2134 5661
q 478 7380
u 758 8093
u 1476 5497
u 8037 1467
u 1392 1388
u 3177 5682
u 9868 7012
u 8832 3076
u 6862 961
u 2424 1243
u 2518 6458
u 1947 9861
u 9864 4117
u 8451 6775
q 9742 8361
u 4836 7301
u 2197 9513
q 5916 9066
u 2755 3928
u 4963 2397
u 5682 1155
u 7285 9783
u 4481 6688
u 4699 6266
u 6260 9321
u 6935 8966
q 3637 8960
u 7587 5029
u 5053 1310
u 1399 7217
u 3863 6147
u 1013 2839
u 2267 8635
u 1855 9144
u 4432 9998
u 5403 1346
q 5515 6850
u 3075 7606
u 4547 7305
u 4983 3113
u 8949 1099
u 4600 8663
u 9210 7078
u 7720 8042
u 796 7524
u 2134 640
u 6605 6810
u 6301 6805
u 8582 2584
u 4778 6567
q 8902 3200
u 4256 5217
q 8685 512
u 8322 2135
u 5389 8386
u 6268 1140
u 7660 7068
u 7400 4670
u 5337 7264
q 3840 1597
u 8071 9194
u 7211 9280
u 1923 4255
q 1236 1351
u 1247 6691
u 545 7193
u 4908 3756
u 1048 6769
u 2069 6745
u 7513 9943
u 9142 8321
u 1843 5988
q 9937 615
u 7102 6193
u 4689 5621
u 3622 3895
u 8881 8182
u 4948 7291
q 3088 588
u 199 1144
u 3679 9364
u 9237 3160
u 7393 528
u 4089 5553
u 5796 253
u 345 3890
q 210 2235
u 1557 5286
u 1185 186
u 8503 7381
u 8564 1389
u 3245 8566
u 7646 5826
q 1559 5304
u 6692 2292
q 4573 3560
u 4578 1697
u 6075 8090
u 8160 8475
u 2592 5568
u 1883 4556
u 9972 6862
q 549 2199
q 5428 2402
u 5896 6600
u 7465 9657
u 1564 647
u 24 1903
u 8031 2616
u 9200 9112
q 4790 4277
q 9483 3013
u 5037 5579
u 8563 9955
u 9114 364
u 37 8896
q 4451 6252
u 934 1555
u 7556 655
u 5967 3887
q 953 748
u 3980 1532
u 5663 6859
u 8925 7453
q 8676 9664
u 8938 2952
u 3597 4957
q 2029 2730
u 7442 5646
u 1929 6564
u 1040 5986
u 1750 7668
u 338 3621
u 7766 2650
u 6587 7998
u 3846 9971
u 2530 2845
q 5450 7846
u 4308 5807
q 9992 5915
u 784 786
u 868 9877
u 7673 7261
u 4369 3431
u 3352 2602
q 7857 622
u 687 568
u 2486 3785
u 1586 2694
u 8270 88
u 2388 6593
u 5980 9418
u 6295 5130
u 3322 3883
u 4448 8128
u 2291 6679
u 7537 9379
q 2658 8701
u 4296 3929
u 8904 2674
u 5637 913
q 236 7783
u 5511 2443
u 3291 7227
u 761 6410
u 8561 1741
q 7642 223
u 8026 6796
u 8090 9338
u 7303 8397
q 3138 8382
u 5927 5517
u 2712 7293
u 3870 809
q 2892 3728
u 1064 1464
u 2744 2187
u 1654 8549
u 1511 2227
u 479 7877
u 8449 3844
q 3569 1928
u 3124 9640
u 3173 82
u 2395 4091
u 7728 5911
q 313 1119
q 890 2032
u 7502 5117
u 5920 6430
u 7697 7255
u 396 7048
u 247 5555
q 5165 5697
q 1845 6220
u 3818 6918
u 2114 4223
u 4589 4724
q 52 7699
u 2492 8710
u 9859 4539
u 1932 4854
u 6866 1222
u 1468 2033
u 1403 3577
u 123 8202
u 9200 5769
q 8753 5379
q 6113 322
u 7233 4417
u 6432 9307
u 3672 3721
u 5924 7337
u 8059 6316
u 2916 8076
u 1560 7097
u 1176 7768
u 1850 8372
u 9679 5461
u 8144 3548
u 6773 3396
u 1759 5132
u 5249 6101
u 2208 3085
u 3356 1256
q 2833 100
u 6382 2962
u 5892 6432
u 3557 7262
u 4199 3396
u 9121 2661
u 8266 3695
u 3072 894
u 3312 9187
u 8458 2406
u 5802 4409
u 5103 248
u 7761 377
u 164 4919
u 1664 7119
q 992 6785
u 158 4209
u 8193 7072
u 9275 834
u 5377 7343
u 3062 4958
u 5414 8872
u 4771 8252
u 9430 6001
u 2108 4430
u 1459 7693
u 4684 2905
u 3960 3186
u 7248 2034
u 4579 7372
u 8 9954
u 4368 2344
q 7915 1687
q 3825 5111
u 7920 8662
u 4694 555
q 9661 9707
u 2845 8548
q 9081 9579
u 5929 8085
u 9599 6249
u 9558 330
u 1272 6449
u 6806 4936
u 6259 2313
u 1239 6347
u 3165 4535
u 1284 3843
u 1816 4455
u 4543 5822
u 869 6513
u 7226 295
u 4619 9858
q 2027 871
u 6550 5570
u 7488 6069
u 5758 5398
u 8395 1715
u 4831 8848
u 2467 8047
q 6102 1503
u 2767 4596
q 3333 536
u 4543 3775
u 4758 3561
u 8626 9996
u 5042 7311
u 4568 7063
u 6172 7486
u 4451 9827
u 1843 5473
u 1328 2671
u 9447 4018
u 2322 775
q 6027 8327
u 2823 5054
u 7777 6220
u 4541 3513
u 432 1165
u 9297 3867
u 6054 8617
u 948 3009
q 2392 3619
u 6877 5604
u 409 1841
u 8837 9978
u 1284 6438
u 5397 3962
u 8664 1768
u 2557 384
u 5748 3853
u 8290 5554
q 4210 7743
q 9299 6272
u 7362 8885
u 9649 7011
q 7097 9869
u 9964 9733
u 9757 2772
u 9239 45
u 2096 829
u 3878 2553
u 7874 7763
u 6971 8533
u 6439 1890
u 4609 9657
q 4611 1202
u 3464 4720
q 478 2841
u 7689 7295
u 4806 4664
u 9017 3665
q 7581 8102
u 2197 8960
u 7107 9064
u 5832 464
q 7958 7405
u 3138 6640
u 9654 8488
u 1478 954
u 9964 8322
q 7329 3903
u 4157 8845
u 8714 1167
u 639 4603
u 6930 1840
u 579 8818
u 829 3216
u 9649 3367
u 5743 739
q 7907 9084
u 9580 3524
u 3077 1942
u 3084 2057
u 3819 7674
u 6025 6814
u 3540 2917
u 4347 698
u 4163 1521
u 6627 5215
u 781 7477
q 2372 4651
u 4301 7421
u 3059 2118
u 6020 9674
u 4118 8842
u 9874 7165
u 1990 1548
u 6235 4147
u 6236 6261
u 7092 8371
u 5757 9027
q 538 3160
u 3499 3152
u 5461 4186
u 4877 1000
u 353 9573
u 8310 2143
u 2163 8144
q 1733 8243
u 1004 2139
u 8005 9105
u 5224 2379
u 337 5202
u 3782 7223
u 3648 604
u 2679 146
q 3680 7817
u 1063 2350
u 7288 7374
u 9827 3259
u 2280 1095
u 3653 4526
u 1668 4629
q 3999 7729
u 9781 1431
u 2980 5560
u 940 1312
q 7467 3452
u 515 24
u 4149 2110
u 6752 4073
u 3384 6158
u 1593 4095
u 2844 3780
u 8539 8441
u 9515 9038
q 8598 2769
q 7574 8992
u 9067 92
u 253 7689
u 5246 6495
u 3158 8988
u 3056 5991
u 6591 3656
u 7321 7215
u 1003 7034
u 7848 2379
u 4517 1962
u 6998 9430
u 4310 5246
u 9877 8992
q 1836 9890
u 5402 5429
u 9000 2581
q 5507 5997
u 3892 59
u 8709 3794
u 4175 7567
u 3393 6582
u 264 7816
u 6056 5513
u 3650 4055
u 3071 1246
u 9689 5806
u 4950 4012
u 5222 424
q 4524 7377
q 9028 5281
u 1196 7237
u 3167 2005
q 1079 3093
u 9184 2707
u 2330 3566
u 3871 1942
q 8114 2252
u 5591 9030
u 8241 1778
u 9038 7946
u 4040 2334
q 7136 5726
u 4738 9199
q 1407 2953
u 3871 6285
u 5342 8559
q 1032 4546
u 6306 6518
u 8404 3234
u 9921 5621
u 2465 4348
u 5373 2590
u 8961 1031
u 9672 191
u 1249 6118
u 5987 2828
u 4646 295
u 1690 7282
u 8061 1040
u 6076 7195
u 78 8074
u 3845 3068
u 3747 119
u 379 7908
q 2341 6261
u 6239 1933
u 5039 607
u 3268 5728
u 5072 8495
q 1342 3299
u 6218 2254
u 2598 6544
q 7516 2606
q 8779 2749
u 9382 2324
u 8126 1527
u 8240 461
u 6434 7382
u 6571 5747
u 2216 9591
q 3675 1540
q 1854 1136
u 2412 9220
u 1429 3480
u 7704 79
u 8595 1088
u 5966 1572
u 1214 7063
u 1721 1036
u 6259 2361
u 7356 624
u 6088 2370
u 6234 8914
u 496 6768
u 6486 1911
u 8028 546
u 79 7652
u 3124 6502
u 117 3270
u 1432 8433
u 8616 747
q 7411 8941
u 7779 1633
u 90 3591
u 2626 7078
u 1868 1660
u 1512 1121
q 3289 3309
u 4334 4346
u 6601 2765
u 5231 5192
u 2846 290
u 5704 3282
u 9712 5869
u 1882 2879
u 8563 1957
q 156 7075
u 3607 4941
u 2079 8903
u 923 7095
u 3615 5498
u 6200 7133
u 4612 8567
u 7460 7764
u 1846 9297
u 9387 2969
q 4697 7850
u 7444 9526
q 6261 9411
u 3334 2994
u 3988 1724
u 308 615
u 5961 9384
u 2404 6215
u 4442 7149
u 8968 4745
u 5069 2262
u 9707 9435
u 766 9220
u 1144 4427
u 1053 6512
u 9848 8091
u 1556 5638
u 575 6957
u 2000 6694
u 1768 9533
u 3592 1365
u 8905 5740
u 7705 1529
u 4884 1704
u 9752 8140
u 4357 2112
u 802 7231
u 1631 84
q 4689 1772
u 8612 6400
u 5125 5446
u 5901 7396
u 4093 166
u 5467 4419
u 762 1187
q 5162 609
u 7561 9413
u 5996 361
u 9164 8088
u 1240 9708
u 4156 2945
u 9422 7659
q 492 2400
u 3476 2843
q 6019 4484
u 2747 6534
u 8091 5796
u 32 6567
q 2571 407
q 2985 8263
u 4528 581
u 4675 1623
u 2739 1802
u 2772 8255
u 6666 4981
u 1679 8100
u 7101 4693
u 1135 9162
q 2740 5395
u 5867 3445
u 7945 5117
u 5258 9409
u 824 8336
u 9155 1390
u 3607 9311
u 3884 5749
u 2416 5768
q 4556 6746
u 8983 7227
q 9367 6165
u 8814 5035
u 1941 7046
u 2624 2409
u 4784 175
q 1664 3565
u 256 5541
u 5180 4555
u 3542 6695
u 8871 9894
u 7509 9991
u 6400 1818
u 1704 4277
u 248 5278
u 215 2260
u 2413 5557
u 393 1071
u 3844 4279
u 3862 9293
u 609 32
u 2606 5477
u 5882 8033
u 6478 9820
u 7204 3546
u 900 267
u 2942 1890
q 5334 4762
q 3984 4399
u 2804 4053
u 1138 2905
u 3970 5492
u 5507 7578
q 3066 2456
u 9116 6342
u 3035 1164
u 1777 1453
u 5838 7147
u 5099 8576
u 4271 5306
u 8822 1132
u 5651 4070
u 3360 8129
q 5569 6158
u 5801 6354
u 5239 4238
u 8843 7649
u 4194 4248
u 2322 2445
u 8743 4512
u 3789 868
u 8914 5711
u 9650 8530
u 8030 3283
u 9896 4626
u 5529 6240
u 1740 3300
q 2962 7568
u 7305 9870
q 4641 8571
u 9545 3413
u 2866 864
q 7702 3837
u 9862 6813
u 5027 435
u 5563 187
u 8218 8402
u 472 8687
u 7727 1501
u 2478 7509
u 3581 2693
u 5843 1483
u 559 1152
u 9513 5916
u 5297 7734
u 9574 7975
u 3358 156
u 2298 6816
u 955 481
u 4331 4780
u 1171 706
u 1437 4353
u 1333 6050
u 4421 1892
u 1679 3031
u 4306 1236
u 4742 3419
q 1267 1587
u 1230 721
u 2433 2721
u 5175 2895
u 4319 7910
u 2232 8960
u 8025 3484
q 9064 9204
u 9897 3353
q 2199 1741
u 2681 2596
u 4521 7253
u 1334 4627
u 7246 8819
u 4736 4662
u 1171 7471
q 4896 154
q 7592 2256
u 7785 9340
u 3568 6924
u 5653 3679
u 1179 6090
u 3550 8136
u 4927 6335
u 8553 2903
u 991 6448
u 455 9136
u 6930 2134
u 88 7548
q 7392 7542
u 3653 2872
u 4130 8437
u 2633 8078
u 9398 6583
u 8165 4534
u 8908 8241
u 4577 7208
u 4911 8870
u 9261 4432
u 3363 9672
u 9948 4095
u 2341 7615
u 1893 6111
u 9011 8185
u 4881 7644
u 8062 5652
u 5844 4179
u 4514 2800
u 2034 9788
u 2663 2678
u 3467 8921
u 2809 1976
u 1249 8210
q 9785 5595
q 7636 5545
u 1617 3798
u 9426 2700
q 7841 6666
u 8473 5885
u 2531 9125
u 8724 635
u 2593 5711
u 483 7599
u 1711 316
u 4465 1950
u 8228 6833
u 8452 8702
u 9379 4916
u 611 9294
u 6961 5532
u 8352 395
u 4755 6798
q 4212 9951
q 2211 8696
u 6078 7488
q 6875 7289
u 5963 7616
u 3757 5562
u 8652 6668
u 9024 7438
u 2038 2160
u 885 1423
u 6508 4964
u 9844 4393
u 1683 210
u 8658 1599
u 9696 6970
u 8381 8919
u 9983 6506
u 3381 3823
q 9144 8864
u 8571 2793
u 6616 4786
u 9375 8192
u 5267 8979
u 7040 9938
q 5864 6097
u 211 5684
u 2241 2145
u 8571 4178
u 4972 6842
u 4074 1704
u 3912 300
u 7591 9157
q 4127 2350
u 7774 6007
q 8035 2880
u 1181 8372
u 3840 9008
u 5937 1412
q 1795 7679
u 7121 6820
u 3554 7458
u 2096 5704
u 9450 3116
u 7534 9494
u 7939 9430
u 936 5455
u 4093 8122
u 8525 3660
q 4245 7300
q 2888 4178
q 1077 3875
u 456 6414
q 1652 8895
u 1804 3359
u 7385 3450
u 8076 9827
u 6051 5934
u 5312 8765
u 1995 3525
u 5056 6640
u 889 2549
u 9806 1909
u 7907 8857
q 8429 6698
u 4459 8610
u 3119 3681
u 9880 8571
u 339 2241
u 2762 3222
u 726 7318
u 1267 7044
q 5672 1825
u 9485 9211
u 6167 8500
u 7346 2925
u 9293 3862
q 4017 7386
u 2156 8589
u 5836 9137
q 7646 5219
u 3038 3825
u 6878 9602
q 84 3082
u 7424 4212
u 9433 8506
u 5708 3915
u 225 6783
q 7653 8498
u 6962 2030
q 1819 369
u 6853 7259
u 2973 5122
q 7179 7224
u 732 1713
u 8326 2253
u 2569 1339
u 6105 2586
u 148 793
u 2824 7256
u 745 1074
u 5603 3988
u 132 3922
u 2529 4903
u 9061 2663
u 7582 5971
u 4696 9843
u 3870 7823
u 4929 134
u 1315 6684
u 1777 6124
q 7724 2561
u 4218 5001
u 7 7039
u 6407 1353
u 7493 4652
u 7085 8454
u 5365 3013
u 9939 6636
u 95 7597
u 4264 506
u 3607 9115
u 9729 3853
u 3939 6656
u 7083 4166
u 2005 8
u 2890 1049
u 1282 7842
q 9085 3535
u 4033 8430
q 2689 1945
u 2505 578
u 7476 1830
u 7003 7722
u 5399 8321
q 4516 997
u 8689 6472
u 9629 8860
u 2005 1240
u 4281 6948
u 1008 1789
u 648 330
q 6281 9997
u 3239 5405
q 8647 5887
u 6940 1007
u 4391 4292
u 229 8178
u 9014 5205
q 4027 3594
q 3896 2552
u 2476 3215
u 3450 4299
u 7929 4833
u 7447 370
u 9830 7951
u 9589 9854
u 9731 1256
u 1717 5549
u 2482 8593
u 4656 4203
u 9602 3038
q 4659 8845
u 6324 955
u 3374 6901
u 7762 534
u 9283 27
u 2627 5074
u 8819 1346
u 7822 1246
u 8504 4790
u 7539 8072
u 2707 8830
u 1084 7734
q 9991 6798
u 8491 4023
q 2618 9314
u 3172 9368
q 1861 371
u 9015 715
u 8983 2079
u 3866 5502
u 7903 4065
u 2867 7766
u 2052 2846
u 8327 2813
q 6661 7947
u 1024 5580
u 609 2651
u 4844 4086
u 8231 5397
u 931 5157
u 6630 1234
u 11 9288
u 5059 2246
u 5241 8235
u 3988 3793
u 1540 3627
u 2069 7794
u 8183 5513
q 400 4047
u 228 6882
u 9419 5837
u 9579 3295
u 4479 4635
u 6261 6430
u 1218 9687
q 5495 4750
u 4026 1893
u 8626 5452
u 9503 6408
u 4831 3435
u 4804 3879
u 9368 1596
u 4777 2756
u 2528 9080
u 1875 9929
u 7962 2292
u 6394 7292
u 7750 5036
u 9729 2761
u 2914 1961
u 1497 1254
u 1893 8048
u 2963 6121
u 3648 6174
u 6712 7427
u 8799 4835
q 6350 6547
u 6192 5108
u 3539 188
u 4586 5981
u 679 3608
u 6199 3496
u 8075 9754
u 9432 7702
u 7718 2612
q 818 4021
q 2367 1350
u 1745 5840
u 3897 6788
q 1295 8637
u 6830 9298
q 6317 4622
u 5124 8683
u 6190 3033
u 3084 1697
u 6727 4517
u 2472 2974
u 3088 4209
u 9818 4716
q 7422 5626
q 8478 6254
u 9922 7995
q 7166 5475
u 2256 9330
u 5755 3600
u 708 9917
u 3467 8260
u 2070 1583
u 1307 1815
q 5349 4766
q 3501 6996
u 2456 2856
q 666 8435
u 2761 647
u 6742 1441
q 4663 5164
u 2633 9502
u 8452 7194
u 3050 2286
q 1505 7415
