100000 100000
u 31046 28363
u 29862 87659
u 93061 5976
u 60807 61592
u 78920 52104
u 26699 21244
u 14070 25071
u 32970 86384
u 63278 4143
u 580 83241
u 81600 60862
u 84649 92429
q 67081 66898
u 35369 74300
u 69576 77529
u 42916 13637
u 84729 22399
u 87718 36819
u 27849 65964
u 44684 35895
u 6838 32067
u 8494 34710
u 51099 48490
q 37702 79945
u 62031 66728
u 17240 19548
u 41137 350
u 4301 61269
u 84883 18484
u 93234 45536
u 49348 97834
u 57766 64238
u 34379 41022
u 27406 82216
u 47562 98494
u 70674 68723
u 49201 5175
q 56522 60982
u 6800 5559
u 33745 26385
u 62737 46182
u 98569 42332
u 31802 4692
u 37814 78537
q 57491 35934
u 88242 88905
u 5678 43319
u 62137 59083
q 53796 16863
u 91321 36941
q 89897 10620
u 88631 23772
u 35899 86482
u 73881 49564
u 68662 20286
u 23556 75206
u 96651 35578
u 40909 65669
u 52743 1638
u 58573 56458
u 41340 30876
u 55347 3848
u 50624 89284
u 65684 49932
u 35537 17089
u 28394 16420
u 92774 92602
u 90695 19327
q 28131 98647
q 68206 50903
q 71013 82029
u 80358 4854
u 65231 68725
q 49809 18048
u 32296 66711
u 94329 87004
q 31420 28985
u 57220 13603
q 77938 8723
u 59374 88844
u 99699 8628
u 62928 47645
u 43808 40693
u 62112 96518
u 40722 71072
u 96401 97177
u 77320 42293
u 35107 51588
u 22161 11924
u 70082 26918
u 41012 44014
u 14895 90360
u 13287 17172
u 25638 29686
u 74723 55328
u 50197 71887
u 1847 54823
u 19416 86902
u 84843 42003
u 91370 92688
u 51233 53607
u 73242 23143
u 22262 17409
u 44746 15073
u 73428 13547
u 3341 91771
q 93572 56576
u 82411 33173
u 70939 91633
q 71378 71829
u 84871 83062
u 47232 77916
q 10157 59633
u 64376 98069
q 37115 39959
q 46657 63029
q 69765 80285
q 97605 84529
u 36236 3715
u 50252 24800
u 59 31181
q 90763 352
u 75463 86628
u 92325 80398
u 64795 67624
q 69206 18443
u 87856 19693
u 72589 98575
u 38391 49339
q 5851 69574
q 36944 39221
u 24914 45243
u 20418 30133
u 56667 84138
u 20477 52960
u 72798 40401
u 79221 27480
u 34619 87239
u 96645 21975
u 92487 88454
u 85268 8553
u 15394 41846
q 72280 3412
u 56692 1980
u 74295 63115
u 33840 86153
u 56304 73594
q 67903 69990
u 47730 42771
u 66267 16788
u 80306 78550
u 30780 69821
u 93512 22238
q 22647 29273
u 52913 37637
u 59237 68540
u 48251 16741
u 60766 7908
u 49025 60980
u 82620 99226
u 49957 37863
u 22920 57163
u 44106 15294
u 96781 89753
u 55323 62546
u 23514 66652
u 18478 72794
u 84055 46761
u 47757 41044
u 85575 42838
q 72464 28
u 45245 12182
u 5663 43817
u 71552 41003
u 43510 36151
u 53474 86335
u 52821 78640
u 40536 21398
q 46219 51613
q 72763 25080
u 20949 18429
u 38491 67171
q 47179 74008
u 61653 12047
u 65512 86263
u 4292 68833
u 80199 27819
u 92706 76904
u 18659 78272
u 11084 19127
u 50943 29724
u 26436 12460
q 8288 73973
u 34756 20331
u 56237 74721
u 18393 763
u 42986 46050
u 24780 13724
u 94638 80189
q 4653 26595
u 42711 34921
u 11768 41111
u 25250 62918
u 8436 59632
u 20534 86316
u 45671 27146
q 88350 70776
u 67770 32277
u 75802 19076
u 34609 34200
u 74016 79394
q 63985 15522
u 20213 61474
u 1703 18160
u 10869 5791
u 55625 84680
u 70815 15105
q 84518 18732
u 10767 30510
q 94743 83486
u 2566 44922
u 48259 54152
u 60406 39404
u 5067 80249
q 31264 65423
u 7575 58850
u 40802 47948
u 13309 37524
u 94191 71110
u 72617 17350
u 22499 67063
u 78705 92434
u 24593 21511
u 41264 7000
u 18686 4555
q 85368 33454
u 28288 42220
u 27736 99165
u 80133 11078
u 48313 80482
u 96820 82561
u 97277 87940
u 79915 48666
u 78064 27870
u 34009 50827
q 20475 90972
u 93966 399
u 59108 78684
u 64649 87562
u 71169 29469
q 7808 11362
u 87468 79127
u 81285 76391
u 42183 30967
u 16591 16093
u 6430 29159
u 8191 27305
u 21996 5439
q 83844 94218
u 30127 4721
u 25179 59636
u 95542 48364
u 98755 9114
q 32250 95933
u 53756 84232
u 44725 15162
u 70546 78646
u 46062 18753
u 30344 30646
u 70033 46367
q 41441 32479
q 60561 83904
u 3253 71799
u 20074 84705
u 21717 67550
u 69758 76063
u 82618 46586
u 24941 86885
u 94565 12958
u 75072 14892
q 82555 10806
q 34804 54408
u 65615 23802
q 95625 1404
u 91643 28730
u 63000 64964
u 39153 78989
q 34427 94213
u 35164 63392
u 16963 39934
u 1699 89573
u 76450 68585
q 54034 76083
u 47544 9976
u 99699 35780
u 25917 48979
u 37145 3775
u 28286 65236
u 88907 32357
u 50757 19890
u 30713 61897
q 22582 39334
u 75211 16122
u 8255 71107
u 33355 60054
u 80861 80112
u 23858 35350
u 79071 60584
u 24515 22853
u 60300 64883
u 72667 58602
q 59688 53049
u 82899 89885
u 47932 11962
u 46656 41984
u 62048 41729
u 67915 97360
q 76860 70353
u 77723 68679
u 50396 56709
u 45329 29741
q 92436 15686
u 54472 8124
q 88591 48306
u 11173 74407
u 36740 71186
u 86131 62483
u 71834 22970
u 79687 20677
u 48125 4482
u 61251 66308
u 15203 88511
u 86882 55778
u 65779 60250
u 66303 51788
u 97549 15857
u 98719 10784
q 56876 97209
u 66910 63172
u 82423 73999
u 2556 86674
u 40815 12467
u 59553 39895
u 23443 50856
u 59181 352
u 76740 30316
u 48056 383
u 95335 25471
q 80427 95373
u 71871 61218
u 59442 28272
u 41579 78632
u 77404 44205
u 44074 67943
u 69576 67727
u 87421 54932
u 53849 68007
u 78478 63444
u 76291 37761
q 42703 11106
u 95343 83027
u 54530 27665
u 46008 10722
q 3250 16185
u 16311 80583
u 6092 70742
u 57537 36044
u 43299 99029
u 57897 58818
u 74467 64250
q 33597 67123
u 76178 26959
u 85979 67413
u 71454 85201
u 40849 29511
u 94796 80925
u 14074 72614
u 58379 25002
u 99854 56852
u 83036 63255
u 34880 69537
u 99811 95384
u 46191 18290
u 94916 75064
u 89606 37199
u 18806 83849
u 26854 25230
u 35134 51570
q 46171 81875
u 69424 9302
u 48489 74176
u 41657 80185
u 13714 61101
u 66361 82064
u 32427 97978
u 30600 72782
u 95406 37219
u 60452 17910
q 36184 61548
u 58043 32451
q 23204 87058
u 7423 1437
u 91337 43462
q 20462 48527
u 30811 50896
u 99992 28677
u 75878 81219
u 26167 45844
q 40421 16856
u 81003 54326
u 32925 52346
q 29106 99584
u 91101 83353
q 429 29334
u 98121 75138
u 19202 20990
u 61963 80909
q 73176 32485
u 26939 37633
u 64493 67057
u 34570 14071
u 82021 98012
q 69074 23626
q 99292 66983
u 33404 7772
u 3861 88245
u 98524 9683
u 52551 10943
u 15944 9280
u 58095 68255
u 48562 88799
u 24200 71543
u 13351 1942
q 57330 93877
u 26662 1575
u 84492 39412
u 46828 50209
q 50907 74518
u 55046 90374
u 73965 80496
u 61875 86220
u 81631 99734
u 64206 35008
u 76912 35563
q 35897 49710
u 82493 7766
u 32707 17774
u 33516 86927
u 59708 49061
u 27761 78017
u 67106 3374
u 1310 52408
u 76954 75488
u 44599 58487
q 71243 4589
u 38986 40420
u 93818 67507
u 9221 49972
q 8674 73444
q 31450 80860
u 38546 51051
u 85119 41982
u 78131 32229
q 76864 44003
u 71778 25869
u 72224 47341
u 76323 69558
q 45289 36947
u 18246 65582
u 15767 58848
q 7363 63148
u 65328 28093
u 54045 66720
u 45789 94120
q 36960 84782
u 88598 96286
u 12176 45273
u 88815 36962
u 80115 70172
u 80263 67400
u 178 37307
u 7635 4478
u 69782 15367
q 11517 73830
u 93056 71301
u 18224 13134
u 90535 31659
u 20011 39638
u 64895 84538
q 56753 35883
q 46124 84851
u 71793 58893
u 97586 60793
u 41240 93042
u 70153 85027
u 38676 5313
u 79618 83
q 81934 71873
q 52241 62925
u 24137 80117
u 37812 45791
u 77614 24357
u 43066 36295
u 49701 36013
u 49249 12118
q 39727 27646
u 41603 8340
u 40154 23337
u 47411 9550
u 45837 59870
u 49315 97073
u 22490 62323
u 90525 40049
u 79632 99622
u 71847 96485
u 2765 9991
q 37406 86944
q 48785 55933
u 90126 8774
u 13668 97847
u 61948 83051
q 39080 16930
u 67843 75205
u 91149 17742
u 57919 32078
u 46689 82699
q 81270 50119
q 7638 97735
u 60008 54795
u 95822 44746
u 33768 64261
u 43105 37811
u 70957 47879
u 96771 28830
u 81923 40458
u 81848 95717
u 91852 32842
u 77806 27002
q 35372 84699
u 12075 27426
u 66616 12397
u 23042 29440
u 24778 40095
u 37166 78966
u 45754 49487
q 76782 35888
u 97655 98171
u 44634 64094
q 85136 99435
u 33911 69228
q 4023 82171
u 13890 70142
u 58038 73545
u 34037 16415
u 39669 47820
u 9981 79570
u 85872 74167
u 80272 65524
u 38018 96528
q 59306 83522
u 95820 96332
u 1153 29347
q 15482 89422
u 367 9648
u 44789 88535
u 27136 88993
u 8402 49138
q 96308 72668
u 58549 37635
u 12940 28990
u 25375 77962
u 2443 7529
u 33960 27256
u 45541 46966
u 71242 78560
u 28405 9487
u 67360 52794
u 11038 13543
u 11518 80453
u 14262 18748
u 17669 82810
u 90555 99423
u 87072 87714
u 24348 9714
u 38848 27761
u 23588 13805
u 64826 74808
q 56639 35050
u 77614 20067
u 54 3944
u 87465 39937
u 96782 1852
q 99431 97291
u 56463 57852
u 2217 94656
u 29885 43134
u 3275 32385
u 30253 65115
q 15154 26132
u 73089 90059
u 25547 57148
u 72353 6229
q 85465 34026
u 99339 40364
u 75018 69824
q 26904 70162
q 90176 85342
u 18442 89393
u 46885 60574
u 14614 49008
u 44519 82138
u 11028 96322
u 9975 33275
u 83107 30596
u 22150 29225
u 950 7621
u 86438 76423
u 19062 28577
u 91378 12272
u 95405 74208
u 67076 31658
u 4733 63774
u 83599 79676
u 48408 53445
u 55946 35972
u 34718 63144
u 77555 96737
u 43627 25963
u 99150 47778
u 22300 1631
u 46 15735
u 28099 8068
u 53942 92193
u 30128 34496
u 92615 72912
u 52581 35517
u 99849 93712
u 59312 55450
u 19290 42571
u 85548 5202
u 14558 31068
u 40434 87062
u 60144 72977
u 42769 64254
u 53573 47014
u 51760 98371
u 90634 53486
u 67609 41504
u 59258 48937
u 30747 49078
u 42655 47559
q 37860 80528
u 29810 56869
u 26298 26372
u 46292 6640
u 56648 15888
u 51128 6694
u 9053 69052
u 86448 91499
u 10171 30322
u 15966 37790
u 64954 47348
u 76425 57947
q 12943 46465
u 56416 26066
u 65096 61271
u 89811 58016
u 65725 75369
u 89239 44809
u 75832 51850
q 22119 47213
q 6488 55073
u 43391 56300
u 24121 5258
u 31862 69051
u 83127 38430
u 76024 96564
u 80897 81668
u 79040 76794
u 23481 69895
u 37472 95789
u 66818 56472
u 1303 51045
u 98312 35244
u 55106 96785
u 99007 49624
u 66487 33868
u 26181 45993
u 18530 38122
u 85701 42160
u 53528 80216
u 51389 70083
u 92541 43974
u 22853 69651
u 66537 98189
u 98674 94938
u 60746 20663
u 90420 7056
u 38526 95553
q 52043 32418
q 44821 75144
u 19120 35751
u 94588 812
u 11333 5298
u 23551 49374
u 42729 49701
u 31154 55558
u 92159 16847
u 70080 50019
u 25159 68906
u 35534 21538
u 77006 8263
u 19964 61997
u 43972 43774
u 33358 12905
q 35196 88166
u 17964 90645
u 97940 17412
q 21335 74843
u 93434 93711
u 90730 20068
u 32984 98895
u 18602 72164
u 26390 52680
u 16086 50144
q 42058 81097
u 68855 30983
u 36902 9756
u 12187 2536
u 55858 56399
u 95617 37796
u 88122 61140
u 5593 53825
u 56402 37163
u 96801 85730
u 61295 48350
u 61220 86719
u 47103 65469
u 39488 87592
q 77750 63288
u 779 2635
q 87465 71602
u 11130 44255
u 71579 48886
u 69157 35197
u 98953 93497
u 84781 83183
q 59512 72249
u 75342 62467
u 23768 63193
u 20733 67772
u 70891 84249
u 62325 26716
u 21843 20854
q 58122 56945
q 18798 79959
u 31767 85675
u 77731 10406
u 62920 84282
u 27872 1250
q 59070 18919
u 19072 43816
u 72408 98687
u 50254 7940
u 37164 83586
q 30716 20252
q 44220 19522
u 70557 17833
u 25939 7205
u 76094 2115
u 11166 30248
u 60138 59664
u 14140 2165
u 67594 5463
u 57414 64766
u 87541 88053
q 79274 62927
u 91086 3948
u 44819 32368
u 17103 66995
u 40814 63356
u 10870 35450
q 77926 44564
u 93180 19817
q 36907 32061
u 54484 94397
u 45715 4323
u 45003 1877
u 21673 54688
u 88095 98569
u 70283 40798
u 17169 48035
u 34173 86202
u 97702 13476
u 93251 38168
u 45323 80579
q 48512 64247
u 17029 77343
u 52659 38063
u 24300 99864
u 43032 19615
u 93424 21374
q 10442 15919
u 64939 8734
q 3346 34013
u 99786 21586
u 38593 365
q 19713 47152
u 31397 26691
u 12725 77515
u 10985 3508
u 16167 55837
u 38197 69493
u 47375 71122
u 32460 57030
u 75953 71406
u 88151 54086
u 37183 29378
u 45243 36836
u 53728 19091
u 96324 2875
u 35938 79681
u 88185 19668
u 85097 84499
u 80465 44316
u 49648 21071
u 10198 73405
u 59235 48877
u 35070 60359
u 15827 65006
q 55212 85547
u 51893 53214
u 60268 27339
u 74604 9012
u 10590 32666
u 69657 63037
u 84287 92167
q 66487 97417
u 55191 78981
u 85135 66248
u 93153 35065
u 13449 48382
u 43503 64433
q 6359 84741
u 40754 9610
q 59197 80721
u 39427 4477
u 28667 75503
q 33390 61801
q 45089 14805
u 17786 35468
u 85977 34981
q 22149 86458
u 49975 60448
u 75210 45975
u 77504 21619
u 72585 76730
u 90181 61573
u 47727 41686
u 40086 98727
u 29840 52353
u 3400 77899
u 58279 32449
u 40756 77151
u 85138 43459
u 99293 42468
u 73523 77423
u 42891 94432
u 40339 73319
q 65343 91493
u 90791 90006
u 19969 23727
u 19089 7674
u 1461 9539
u 37496 65074
q 74718 8730
u 92613 71981
u 9334 8948
u 95833 66913
u 71577 63845
u 13188 31058
u 15411 18107
u 25983 39143
u 39316 36017
q 64223 64717
q 1563 83449
u 22002 43896
u 64562 31832
q 75399 54971
u 79674 63803
q 8549 41692
u 74066 48791
q 81268 7160
u 51669 17357
u 99767 97190
q 27589 76538
u 45026 6950
u 43094 38105
u 63504 90000
u 20637 44887
u 61837 22486
u 61625 28249
u 47689 43593
u 95867 36942
q 34545 38882
u 54455 87643
u 16350 28130
u 49416 78057
q 6935 54100
u 23387 49065
u 76574 84248
u 81587 26492
u 42581 69321
u 91918 52039
u 1570 21402
u 4807 44846
q 25983 83420
u 61080 12701
q 5391 3388
u 96068 44103
u 99473 94664
q 10957 5112
q 59009 19169
q 35653 31281
u 82540 34932
u 42296 71436
q 33880 86031
u 50274 45480
u 11200 13363
u 22301 10154
u 1794 89113
u 23278 50859
u 95898 35854
u 315 48853
u 27645 91949
q 41810 25161
u 93634 66792
u 67512 37366
u 44781 87941
u 9837 51055
u 71191 76110
u 54369 27961
u 82842 73531
u 40092 11016
u 93804 99243
u 46941 8350
u 94276 11175
u 60885 29482
u 60993 70177
u 29811 43569
u 56915 68572
u 86519 44883
u 54543 4456
u 50409 4102
u 33992 28764
u 10073 62726
u 2418 52541
u 79896 32790
u 98735 30730
q 77441 10071
u 43022 57772
u 53371 99837
u 29680 83375
u 16346 45662
u 51290 96733
u 5880 47012
u 48982 21312
q 54382 36174
u 15893 94396
q 13378 42660
u 98982 18334
u 9879 92898
u 34754 35815
u 93168 46144
q 38003 4906
u 50723 53624
u 16034 13715
u 6009 5376
u 85866 4426
u 62854 33476
q 47490 94425
u 74856 81313
u 22189 77918
u 77399 3273
u 94571 31835
q 92808 67994
u 23200 53419
u 3495 82452
u 13522 11275
u 63487 21197
u 33224 13523
q 11696 2362
q 5321 79810
u 44503 44733
u 45752 70664
u 56793 96628
u 44854 30194
u 28524 50218
u 35193 75370
u 19434 30659
u 82472 51423
q 15219 3372
u 16508 7689
u 56449 8017
u 45249 84672
q 69909 11396
u 80071 90619
q 91060 32209
u 24684 41543
u 46260 33254
q 43670 27864
u 78571 92761
u 49803 88011
q 23311 60004
u 32393 60784
u 95404 79586
u 76797 61024
u 9235 92909
u 48798 568
u 5039 98844
u 62742 40437
u 14665 90711
u 49474 89552
q 81687 4218
q 99571 74879
u 3625 59940
u 72136 96920
u 42132 35142
q 48646 6478
q 61461 28254
u 71819 59245
u 99183 82037
u 50228 24218
u 85206 95471
u 21445 30404
q 49455 86437
u 87464 8254
u 31101 85913
u 70941 46923
q 91194 88840
q 34652 11929
u 96530 60426
u 64218 64695
u 1582 61549
u 29119 8473
u 21030 42263
u 49284 1677
q 37970 8844
u 53799 90658
q 8095 4567
u 9531 49523
u 39049 38122
q 73677 97710
u 37520 20985
u 14197 76293
u 65995 68216
u 59632 773
u 50476 96656
u 10221 19237
q 46680 7798
u 60051 87646
q 43990 36139
u 26594 23540
u 99231 89126
u 87623 69308
u 34935 90224
u 97422 86556
u 12409 73142
q 1856 27038
u 26539 6946
u 79292 12915
u 43393 19401
u 85032 20391
u 90230 50631
u 52490 7779
u 51076 97719
u 62928 61262
u 7822 39180
u 40796 94626
u 45838 22479
u 31699 1632
q 9423 15108
u 10544 98604
q 8005 15993
u 22306 75577
u 15974 42861
u 53605 29741
u 52438 30811
u 51863 57365
u 45730 27116
u 26716 57981
u 18470 17723
u 40625 86816
u 26510 30615
u 38987 17813
q 71426 42897
u 5078 64033
u 28819 3804
u 35346 96256
u 19196 87212
u 72947 73477
u 80933 67436
u 17892 65011
u 13043 63961
u 29956 75358
q 68402 60193
u 71517 4961
u 80459 92137
u 23557 92837
u 10565 23181
u 55529 3228
u 63375 95897
u 22226 58062
u 82059 93252
u 75733 78488
u 18245 57613
u 2664 47388
u 18710 34234
u 79880 35657
u 28748 94153
u 26622 89560
u 85998 69606
u 68285 21888
u 29529 56285
q 32475 18102
u 34044 31926
u 99018 39123
u 693 22607
u 29254 61247
u 74230 22910
u 89539 20275
q 57391 78588
u 53058 83230
u 71303 12866
u 88436 81677
q 10764 77454
u 39272 62982
u 26159 27993
u 61761 8340
u 91433 31722
u 99741 38240
u 14925 83502
u 86541 11662
u 30078 70459
u 175 63194
u 43932 40661
u 78541 91594
q 37185 92066
q 42166 63511
u 40734 45382
u 36904 92735
u 94295 56434
u 38619 62795
u 85801 68582
u 90986 22342
u 52662 99159
u 89204 88223
u 33387 42196
u 16967 46612
u 851 55545
u 84838 27591
u 69420 86748
u 22153 98131
u 60807 80965
q 50537 19054
u 49516 4083
u 94079 87144
u 46651 75509
u 80788 19757
q 33844 95062
u 74581 8226
u 66960 17875
u 2643 94524
u 26315 5574
u 58026 48162
u 85942 88688
u 87243 91530
u 60131 90215
u 74484 51408
u 25714 5202
u 21497 16782
u 56821 65513
u 10502 32412
u 45967 54355
u 26549 61252
u 86034 86632
u 93517 48814
q 56772 7061
u 22 68177
u 19285 33321
u 635 50300
q 64159 57440
q 91307 16631
u 96887 37016
q 44024 53581
q 45012 81536
u 22840 38495
q 89772 49882
u 27246 72478
u 4743 5171
u 16976 83795
q 25638 71109
q 8217 81086
u 93463 73878
q 20832 12331
u 68048 5257
u 84387 23131
u 30765 1630
u 46243 23639
u 21507 23764
u 81253 85318
u 73723 41663
q 69672 38011
u 86090 13805
u 27785 97402
u 29001 34649
u 29563 39527
u 62473 12505
q 69885 39618
q 16170 64868
u 1121 45931
u 51928 98086
u 96302 61364
u 18807 89624
u 84642 96488
u 765 48229
u 81633 75239
u 41105 66238
u 85960 99108
q 56543 78657
u 83109 84289
u 39324 53398
u 60150 17180
u 81947 10275
u 68129 34178
u 55565 36783
u 99840 38714
q 24804 82080
u 24260 65551
u 51409 142
u 1552 10735
u 7453 29964
q 64096 33152
u 44959 3421
u 21079 77375
u 13450 18383
u 52382 167
u 89225 49104
q 78425 53155
q 52660 14800
u 96449 91060
u 83209 4196
u 63264 96094
u 43579 77443
u 22547 36648
u 11197 52617
u 57328 20911
u 8489 43789
u 9486 62756
u 51749 3318
u 94891 90949
u 72169 928
u 82629 20683
u 84514 38923
u 50480 70857
u 48066 81885
u 32702 4929
u 72836 67585
u 995 54364
u 66074 49506
u 50413 97225
u 93041 89469
u 71887 94316
u 19218 34158
u 58970 34638
u 31902 39506
u 13504 6813
u 74567 605
u 49203 96793
u 58135 13185
u 28075 12942
u 74782 98465
u 77157 52513
q 96097 14597
u 57240 41617
u 52668 41712
u 89321 16285
u 40451 43517
u 13575 37536
u 4986 3697
u 57224 6830
u 27088 59159
u 58868 68654
u 73759 32380
u 5320 17103
u 21005 60237
u 33443 19489
u 18106 4478
u 81897 83808
u 1578 28208
u 34287 98334
u 87740 20524
u 23070 30318
u 16975 88486
u 2424 312
u 90712 26095
u 64711 88828
u 65686 53667
u 27855 15288
u 94928 47139
u 35984 40118
u 54877 19489
u 96589 29262
q 13491 91198
u 98944 4164
q 77380 22511
u 20841 25173
u 33298 45721
q 16102 35306
q 14396 48837
u 7747 90729
q 61432 81501
u 94129 33415
q 16571 3813
u 36040 79660
u 21847 54522
u 63275 94204
u 77590 28320
u 4688 67660
u 45444 81985
u 40094 83159
u 19070 94687
u 68640 65044
u 44764 2381
u 45694 14469
u 70850 48354
u 92479 38104
u 75212 40978
u 61067 76987
u 9010 9357
u 55999 69483
u 81124 18562
u 71384 47726
u 18675 45751
u 22292 86651
u 7943 55677
q 97598 64455
u 48164 36540
u 77916 90711
u 12086 63138
q 54311 32104
u 57970 50703
u 78877 32271
u 74908 54142
u 34357 52570
q 43572 72764
q 73883 1479
u 67820 33284
u 88937 17883
u 14674 16689
u 41050 11789
u 44272 59268
u 10557 40462
u 58724 1180
u 80047 71104
u 73951 40384
u 32206 70864
u 79962 55882
u 37113 90122
u 33767 84370
q 45759 28428
u 45062 79589
u 31475 62211
u 16163 59474
q 47548 53074
u 23287 80490
u 1919 27871
u 5844 48648
u 7736 45652
u 24731 96687
u 66655 32802
u 41154 40269
u 14860 96815
u 95046 9461
q 17719 88780
u 33801 89762
u 34464 18690
u 61811 3788
u 63196 31487
q 93204 5592
q 37987 174
u 97830 55374
q 37067 17125
u 91681 95709
u 62388 24847
u 30783 91506
u 39164 23426
u 65381 21407
u 63066 41246
u 22 360
u 3187 96421
u 24489 18069
q 82435 20906
u 57496 16164
u 58474 68438
u 82769 91108
u 88764 61311
u 51317 46831
u 73479 36954
u 1113 27442
u 67031 51122
u 25921 63073
q 57910 43171
u 62023 2544
u 94002 84770
q 32483 63755
u 99651 80131
u 32553 22916
u 501 89720
u 89988 99013
u 97175 81457
u 46344 96274
u 82236 47350
q 98858 6845
q 94281 48550
u 65167 68075
u 99728 26578
u 91119 81959
q 53324 38419
u 44817 52261
u 3711 34353
u 35543 17942
u 63177 33009
u 95839 88938
u 30599 71135
u 62028 79518
u 3345 31687
u 83914 9891
u 83982 97809
u 82131 68231
u 95871 4381
u 82239 53741
u 997 9074
u 14983 43356
q 49167 64777
u 38883 65399
u 25473 62551
q 20775 33508
u 64686 19953
q 68313 46167
u 66573 62217
u 86634 79726
u 48987 74336
u 32395 45848
u 32456 33069
u 2832 28223
u 57421 8251
u 68176 44470
u 67114 14562
u 66223 45459
u 40733 53565
q 68666 81598
u 23815 55821
u 75668 16049
u 62823 60535
u 80643 79326
u 63832 98222
u 22101 30588
u 17320 63479
u 55701 55990
u 67049 29467
q 26019 45432
u 99775 21328
u 8016 11811
u 51361 17517
u 47185 2857
u 23323 93182
u 59937 21712
u 31097 51994
u 89220 95641
u 88488 85623
u 80558 62992
q 80939 94921
u 96958 69158
u 14214 4699
u 25514 9696
u 42779 39083
q 60567 30509
q 2054 21473
u 40094 13460
u 45821 86652
u 61764 962
q 33459 40414
u 60823 97894
u 70222 18678
u 987 46114
u 65855 90523
u 92502 33854
u 97165 8975
u 6140 35750
u 55759 85606
q 67427 71400
u 41674 20687
q 5665 44457
u 24898 89571
q 83352 82919
u 41170 71488
u 52083 85672
u 93762 88959
u 3922 71736
u 17552 14154
u 55494 72067
u 32046 47496
u 89531 44982
u 13916 10137
q 72865 37291
u 80496 95399
u 10756 52903
u 84754 79737
u 66634 315
u 33725 12780
u 12933 50896
u 57208 64433
u 56777 36086
u 43593 28097
u 95972 13131
u 82631 71150
u 20153 36758
u 19896 87278
u 53448 86887
q 98740 3108
u 44718 85094
u 21184 75323
u 96600 57029
u 28895 85790
u 62019 17670
u 62672 30179
q 27937 6070
u 97168 33053
u 47388 55461
u 59435 1409
u 7647 29761
u 87867 93182
u 52222 33027
q 78006 50235
u 52029 35158
q 70516 8762
u 51211 97403
u 54107 44507
u 47568 79110
q 89648 81448
u 84495 72113
u 43868 77643
q 81915 99910
u 68370 60071
u 33368 24370
u 81974 58096
u 4861 83138
u 91675 44542
u 31174 20304
u 79943 38683
u 68241 55319
u 55859 93129
u 42264 59720
u 64784 75656
u 9664 75080
u 45467 49339
u 50078 16114
u 70585 22550
u 73654 54943
u 94414 24866
u 86943 71042
u 27635 85987
u 19422 59007
u 15380 71479
u 74636 54885
u 67518 38540
u 32105 96743
q 9226 9262
u 82788 80683
u 75387 80164
u 29438 38393
u 55301 81739
u 32512 73240
u 16627 83648
u 31973 80843
u 16747 18955
u 23817 20778
u 59068 74957
q 92777 46584
u 60888 85999
u 23866 8365
u 67694 51228
u 39914 51736
u 39685 91967
u 63307 39439
u 80134 51838
u 63052 66048
u 10821 2550
u 45964 75191
u 50332 84370
u 36263 63670
u 99855 64585
u 38906 50845
u 26216 28127
u 13005 55576
u 39329 39094
q 83561 67107
u 80230 35925
u 58137 6098
u 67605 76730
u 23371 49247
u 30828 49547
q 79994 81513
u 4691 38657
u 22314 5842
u 52101 97306
u 77433 28296
u 3978 64505
u 85207 56057
u 33220 54382
u 89950 69885
u 26462 12553
u 72657 46169
u 33663 17913
q 89797 66766
u 68574 46616
u 20258 12949
u 70102 74753
q 96286 84565
u 2778 57704
u 56622 52782
u 51860 95609
u 14960 48111
q 40330 76863
u 44192 69685
u 50616 9115
u 38027 46346
u 65713 55463
u 48849 4811
u 26261 66467
u 81019 36861
q 69667 91977
u 97178 23176
q 76550 47068
u 39311 82256
q 39889 92759
q 20560 86846
u 41234 23749
u 67646 27872
q 5904 177
u 80822 31310
u 48280 26505
u 47234 94120
u 76171 25865
u 45092 59905
u 63161 5924
u 52303 24695
u 10312 60802
q 55445 36451
q 45787 60885
q 70222 55549
u 64069 81905
u 48930 53818
u 792 86509
u 36980 75991
u 25596 59673
u 48412 65220
u 91198 86442
u 233 4586
u 69117 60758
u 90225 85831
u 80165 53495
u 95011 14774
q 93333 79062
u 33168 9405
u 71564 91319
q 93349 46084
u 61480 56261
u 19627 14614
u 17932 56095
u 65146 43587
u 94743 44545
u 5770 83512
u 51905 78439
u 64799 23650
u 27240 97595
u 93100 60424
q 8897 50480
u 14566 77287
u 92278 23498
u 26283 75845
u 41096 44401
u 22961 74836
u 93421 6980
u 57214 7894
u 66868 86373
u 94726 91718
u 67045 65657
u 62502 60627
u 96347 49415
q 69509 78566
u 49325 58550
u 74167 96938
u 30217 50644
u 37885 45056
u 7617 80806
q 3262 71795
u 19535 3736
u 17251 40780
u 26362 29125
u 73948 59620
u 95415 99460
u 58999 56438
u 58454 76919
u 38163 44331
u 79686 21995
q 97767 89767
u 25074 3727
u 1712 65702
u 21626 50887
u 88428 95386
q 18669 63763
u 69599 43993
u 77731 67697
u 61556 39473
u 86687 97495
q 4326 49199
u 55911 50483
u 20469 93564
u 91917 82090
u 63665 86089
u 55762 47217
q 15934 54489
u 94463 8398
u 5774 62075
u 43625 20856
u 50442 83794
u 67017 92317
u 99695 22257
q 40306 5490
u 79514 87298
u 3765 74093
u 93911 60812
u 55583 92448
u 25216 5490
u 61349 54031
q 86755 36691
u 10471 10829
u 6164 24497
u 91259 53387
u 16674 63849
q 36698 40811
u 92242 53140
